text,sentiment,topic
thầy cho làm các bài tập tại lớp trong khi sinh viên chưa biết gì về vấn đề đó .,negative,lecturer
đôi khi đi quá sâu vào một vấn đề bên lề .,negative,lecturer
"giảng viên dạy tận tâm , nhiệt tình , dễ hiểu .",positive,lecturer
cô thật nhiệt tình .,positive,program
phòng thực hành tốt .,positive,facility
"nói chuyện lan man , không liên quan đến môn học quá nhiều .",negative,other
giảng viên rất tận tâm .,positive,lecturer
phân bổ hợp lý thời gian học và nên cho xem nhiều video hơn là nghe .,negative,program
"thầy bận nhiều nên cũng nghỉ nhiều , hi vọng thầy có thể sắp xếp thời gian .",negative,lecturer
giáo viên sử dụng giờ trên lớp hiệu quả .,positive,lecturer
"giáo viên tận tình , dạy truyền đạt tốt .",positive,lecturer
"giảng viên dạy tốt , nhiệt tình .",positive,lecturer
giảng viên tạo cảm hứng cho sinh viên học tập .,positive,lecturer
chán .,negative,lecturer
"thầy nhiệt tình , tận tâm giúp đỡ sinh viên .",positive,lecturer
"dạy quá chậm , quá cặn kẽ .",negative,lecturer
thầy wzjwz174 ít cho bài tập về nhà .,negative,lecturer
thầy đôi khi nói hơi khó hiểu .,negative,lecturer
"giảng viên tận tâm , nhiệt tình , hỗ trợ giải đáp thắc mắc môn học cho sinh viên .",positive,lecturer
"nên đi sâu vào vấn đề , giúp sinh viên hiểu tốt môn học , và nên có những ứng dụng cụ thể mà môn học đem lại .",negative,program
cứ ngỡ được 10 điểm là chắc chắn rồi .,negative,program
thầy yêu cầu quá cao đối với một sinh viên có thể tiếp thu mọi kỹ năng cần truyền đạt vào một đồ án .,negative,lecturer
thêm phòng thiết bị để thực hành .,negative,facility
dễ hiểu đầy đủ .,positive,lecturer
"giáo viên tốt bụng , vui tính .",positive,lecturer
"slide quá khó hiểu , nhiều chỗ không giải thích rõ ràng , đặc biệt là các bài hướng dẫn thực hành .",negative,program
"nói rõ mục tiêu cũng như các bước làm của lab , khối lượng bài tập vừa phải .",positive,lecturer
giải đáp kịp thời những thắc mắc cho sinh viên .,positive,lecturer
"giảng viên nhiệt tình , phương pháp dạy dễ tiếp cận , dễ hiểu .",positive,lecturer
"phòng học cần lắp thêm quạt và ổ cắm vì sinh viên phải sử dụng laptop để làm bài tập , cần có thêm màn che cửa sổ để có thể theo dõi bài giảng trên slide tốt hơn .",negative,facility
bài tập không cho ví dụ về nhà để xem lại .,negative,program
giảng viên thiếu rất nhiều hoạt động để việc học bớt nhàm chán khi quá bám sát bài học .,negative,lecturer
"thầy dạy dễ hiểu , rất hài lòng .",positive,lecturer
"micro và các thiết bị âm thanh , máy chiếu cần nâng cấp .",negative,facility
"cách giảng bài dễ hiểu , hay .",positive,lecturer
đầy đủ kiến thức .,positive,program
chất lượng phòng máy rất tệ .,negative,facility
"thầy giảng ngắn gọn , đầy đủ .",positive,lecturer
tốt giỏi chu đáo .,positive,lecturer
"tuy có phần chém gió kinh điển nhưng kiến thức , hiểu biết rộng , đặc biệt về công nghệ .",positive,lecturer
"chờ học sinh gửi email mới show được slide to lên , giảng cho qua loa không hỏi học sinh có hiểu gì hay không ?",negative,lecturer
tạo niềm vui cho bọn em tuy lý thuyết bọn em rất đuối sức .,positive,lecturer
"nhiệt tình , truyền cảm hứng .",positive,lecturer
"thầy hài hước , giọng truyền cảm .",positive,lecturer
"thầy dạy rất nhiệt tình , tâm huyết , dễ hiểu .",positive,lecturer
không hiểu cách chấm bài thi của thầy .,negative,lecturer
tiết học chưa được thu hút .,negative,program
giảng viên nên thay đổi phương pháp giảng dạy để tương tác nhiều hơn với sinh viên .,negative,lecturer
cần vào thẳng nội dung .,negative,program
"thầy đẹp trai , dạy dễ hiểu , hay trò chuyện thực tiễn với học sinh .",positive,lecturer
cô dạy trên lớp và thực hành tận tâm .,positive,lecturer
em rất hài lòng về thầy .,positive,lecturer
"thầy quá bảo thủ , thầy luôn cho rằng ý kiến của thầy là đúng nhất , ngoài ra mọi ý kiến khác đều sai .",negative,lecturer
"thầy wzjwz252 giảng bài rất thu hút , kiến thức thầy rất rộng , luôn giải đáp thắc mắc cho sinh viên .",positive,lecturer
"giảng viên rất hòa đồng vui vẻ , nhiệt tình trong giảng dạy .",positive,lecturer
"giảng viên tận tâm , tạo điều kiện cho học sinh làm bài tập .",positive,lecturer
cần giải bài tập nhiều hơn .,negative,program
"kiến thức thực tiễn của thầy rộng , giảng dạy vui vẻ .",positive,lecturer
cô cũng không cung cấp hay giải thích gì đáp án của bài thi .,negative,lecturer
"thầy rất nhiệt tình , nói rất nhiều đến khản giọng mà sức truyền tải không bằng thầy wzjwz159 .",positive,lecturer
kiến thức giảng dạy môn tiếng anh hầu như không giúp ích nhiều cho sinh viên trong việc tìm hiểu các tài liệu chuyên ngành .,negative,program
"thấy rất hiền , rất chi là hơi trẻ con .",positive,lecturer
"giảng dạy hay , dễ hiểu , cuốn hút sinh viên .",positive,lecturer
"cách tìm kiếm chúng ở đâu , khai thác chúng ở đâu chứ không phải là phải nhớ mấy cái phương thức hay các hàm rồi viết lên giấy vào đề thi cuối kỳ .",negative,program
"giảng hơi nhanh , chưa kỹ lắm .",negative,lecturer
những phần trọng tâm bài tập thì cũng không nói được  đây là phần quan trọng có trong đề thi các em cần chú ý  .,negative,program
"nghe , nói luyện tập cao .",positive,program
giáo viên giảng hay dễ hiểu .,positive,lecturer
sử dụng phần mềm crack .,negative,program
nhiều khi dạy quá thời gian .,negative,lecturer
tuy dạy chậm giúp học sinh dễ hiêu tuy nhiên nhiều bài khó thì sẽ khiến sinh viên dễ chán .,negative,lecturer
"thầy vui tính , thương sinh viên , dạy dễ hiểu .",positive,lecturer
thầy bằng nhiệt tình tận tụy với sinh viên trong việc hướng dẫn đồ án .,positive,lecturer
"dạy dễ hiểu , thân thiện .",positive,lecturer
có các phần ôn tập không liên tới bài kiểm tra .,negative,lecturer
không nên tổ chức thực hành hình thức 2 .,negative,program
sự thân thiện và tận tình đối với học viên .,positive,other
"thầy giảng bài nhiệt tình , gần gũi với sinh viên , nội dung không hiểu có thể hỏi ngay thầy tại lớp .",positive,lecturer
giảng viên cần nắm vững xem sinh viên có hiểu được bài hay không và đưa ra phương án để sinh viên nắm vững kiến thức .,negative,lecturer
thầy thiện nhiệt tình .,positive,lecturer
truyền đạt thực tiễn vấn đề .,positive,lecturer
giáo viên rất nhiệt tình và tâm huyết đối với sinh viên .,positive,lecturer
"âm thanh thầy giảng hơi nhỏ , khó khăn trong việc nghe giảng .",negative,lecturer
nên thay đổi hình thức khảo sát với môn học này thì môn học này không có lên lớp và chỉ có đến hạn thì báo cáo với giảng viên .,negative,program
"sinh viên hỏi , nhận câu trả lời cũng như không hỏi .",negative,lecturer
"thầy dạy khá nhiệt tình , vui tính .",positive,lecturer
"em nghĩ chỉ nên bắt buộc các bài tập có dạng căn bản , còn bài tập tương tự thì chỉ khuyến khích sinh viên làm thêm .",negative,program
thầy dạy rất hay ạ !,positive,lecturer
"không thống nhất trước về hình thức thi và làm bài tập , đến những tuần cuối cùng mới công bố .",negative,program
nhằm giảm thời lượng giảng dạy cũng như sự thú vị khi học môn toán .,negative,other
"giảng viên dạy nhiệt tình , dễ hiểu .",positive,lecturer
em mong cô cũng như toàn thể các giảng viên hãy xem xét lại việc điểm danh vì đại học dù sao cũng là tự học chứ không phải như là phổ thông nữa .,negative,lecturer
"cô cực kỳ nhiệt huyết , cô rất dễ thương colonlove cô yêu học trò của mình , cô cực kỳ khách quan , phong cách làm việc của cô rất giống người nước ngoài , em thích cô .",positive,lecturer
"giảng viên nhiệt tình , tận tâm với công việc , slide dễ hiểu , hoạt động học tập sôi nổi .",positive,lecturer
"chú ý giữ sức khỏe , nhất là cổ họng colonsmile .",negative,other
"thầy tận tâm , nhiệt tình .",positive,lecturer
máy ở phòng thực hành quá tệ .,negative,facility
thầy rất dễ thương .,positive,lecturer
"giảng viên nhiệt tình , thân thiện .",positive,lecturer
"thầy truyền đạt rất tận tình , dễ hiểu lượng bài tập , nội dung thi hợp lý , vừa sức với sinh viên .",positive,lecturer
giảng viên nên đến đúng giờ hơn và cho nhiều bài tập hơn .,negative,lecturer
"em thấy những nội dung như vậy rất mơ hồ , có tính áp đặt suy nghĩ cho người học .",negative,program
"cần nâng cấp máy tính trong phòng thực hành , nhiều kit de2 bị lỗi cần sửa chữa hoặc thay mới .",negative,facility
em thấy môn này nhiều lý thuyết không đáp ứng đủ trong việc làm đồ án .,negative,program
tạo điều kiện cho sinh viên làm việc nhóm .,positive,lecturer
phương pháp dạy chưa hay .,negative,lecturer
hay bị về trễ colonsad .,negative,lecturer
cần dạy chi tiết hơn .,negative,lecturer
cô giảng rất nhiệt tình .,positive,lecturer
dạy rất chi tiết và đầy đủ những kiến thức quan trọng .,positive,lecturer
"đề thi thực hành cần nêu yêu cầu cụ thể , rõ ràng hơn .",negative,program
giọng của giảng viên rất khó nghe nên không thể nghe giảng hết những điều thầy nói .,negative,lecturer
"giảng dạy hay , nhiệt tình .",positive,lecturer
"giảng viên biết cách truyền đạt , giảng rất hay và dễ hiểu .",positive,lecturer
"dạy hơi nhiều , và hơi nhanh .",negative,lecturer
nên tạo không khí thoải mái cho tiết học để sinh viên dễ hiểu bài và thêm yêu thích môn học của giảng viên .,negative,lecturer
giảng dạy tận tâm .,positive,lecturer
cả năm toàn học vòng lặp  if   for   while  đến bữa cuối mới lơ mơ học được struct với tạo file header mà ra đề 5 điểm trong phần đó .,negative,lecturer
"gần gũi , thân thiện với sinh viên , khả năng truyền đạt kiến thức tốt .",positive,lecturer
quá dễ dẫn đến buồn ngủ .,negative,lecturer
"vui tính , nhiệt tình .",positive,lecturer
"thầy vui tính , giảng bài hay , đưa nhiều thông tin thực tế vào bài giảng .",positive,lecturer
